Player	Pos	Team	Bye Week	Depth Chart	2025 Projected Fantasy Points	VBD	Week 1	Week 2	Week 3	Week 4	Week 5	Week 6	Week 7	Week 8	Week 9	Week 10	Week 11	Week 12	Week 13	Week 14	Week 15	Week 16	Week 17	Week 18
Ja'Marr Chase	WR	CIN	10	WR1	353.13	149.65	21.92	22.54	24.02	19.82	23.34	18.65	19.95	18.77	18.03	0.00	19.95	20.32	22.05	20.50	22.05	18.83	20.19	21.92
Bijan Robinson	RB	ATL	5	RB1	322.17	142.27	15.67	15.67	23.89	19.38	0.00	19.86	20.41	17.17	19.70	19.15	23.89	19.46	16.22	17.88	15.67	19.54	17.41	19.46
Jahmyr Gibbs	RB	DET	8	RB1	315.72	135.82	19.25	21.99	16.60	16.85	19.25	14.89	16.94	0.00	16.94	20.96	14.46	21.64	19.25	19.93	18.82	18.65	16.94	21.99
Saquon Barkley	RB	PHI	9	RB1	311.47	131.57	19.01	14.19	17.95	16.15	17.86	20.64	16.15	20.64	0.00	18.35	16.31	19.01	20.96	15.66	17.95	19.99	20.48	19.99
De'Von Achane	RB	MIA	12	RB1	290.79	110.89	18.22	18.74	18.89	15.43	22.73	14.45	14.83	16.48	14.60	18.89	18.44	0.00	18.52	15.43	16.41	16.94	14.90	18.74
Christian McCaffrey	RB	SF	14	RB1	287.03	107.13	16.21	17.65	17.72	19.30	15.78	14.20	15.71	12.70	18.15	15.78	17.72	21.67	14.13	0.00	17.15	17.36	18.44	16.21
Justin Jefferson	WR	MIN	6	WR1	310.52	107.04	16.04	20.38	17.08	17.74	19.50	0.00	17.08	18.51	20.76	19.61	16.04	16.59	18.62	17.85	19.83	18.29	20.76	16.59
CeeDee Lamb	WR	DAL	10	WR1	307.70	104.22	17.14	18.36	16.10	16.65	16.76	19.13	17.92	17.70	18.03	0.00	17.47	17.14	18.52	20.84	21.44	18.58	17.92	18.36
Malik Nabers	WR	NYG	14	WR1	306.37	102.89	17.51	19.45	18.10	18.16	19.40	16.76	17.29	16.76	16.70	15.73	16.27	20.37	17.73	0.00	17.51	20.96	17.08	19.45
Derrick Henry	RB	BAL	7	RB1	279.11	99.21	19.12	15.00	15.23	13.25	13.48	16.75	0.00	19.57	16.53	15.08	15.00	15.61	17.14	16.60	17.14	18.96	17.14	16.60
Josh Jacobs	RB	GB	5	RB1	272.81	92.91	14.19	17.39	13.98	16.54	0.00	15.97	17.53	15.47	21.43	11.99	17.96	14.05	14.19	18.24	15.54	18.24	13.77	14.05
Puka Nacua	WR	LAR	8	WR1	293.16	89.68	16.70	15.27	15.83	17.15	15.78	18.17	18.58	0.00	18.32	15.78	17.26	18.83	17.66	16.64	19.24	17.26	18.88	16.64
Amon-Ra St. Brown	WR	DET	8	WR1	292.63	89.14	15.66	15.14	18.51	18.40	16.12	17.42	19.18	0.00	20.17	16.85	16.12	17.26	15.66	18.71	16.17	16.74	20.17	15.14
Ashton Jeanty	RB	LV	8	RB1	266.04	86.14	17.84	13.76	17.56	18.42	17.34	17.13	12.47	0.00	19.28	15.69	16.70	14.12	13.76	15.69	12.11	12.68	18.13	12.47
Brian Thomas Jr.	WR	JAC	8	WR1	286.90	83.42	18.07	16.19	17.08	16.14	17.49	17.65	16.24	0.00	16.50	17.08	17.55	17.02	15.62	17.55	15.83	16.71	17.55	15.62
Kyren Williams	RB	LAR	8	RB1	260.68	80.78	11.67	15.75	11.14	15.95	17.01	12.79	17.73	0.00	16.22	17.01	14.90	13.05	19.91	16.28	13.18	14.90	14.44	16.28
Brock Bowers	TE	LV	8	TE1	253.71	80.53	14.29	13.31	15.28	15.53	18.36	11.46	17.62	0.00	16.63	14.91	13.06	17.00	13.31	14.91	13.68	14.66	11.46	17.62
Alvin Kamara	RB	NO	11	RB1	258.41	78.51	15.63	16.32	14.30	15.88	16.01	15.75	16.26	12.53	13.92	19.11	0.00	13.86	13.73	12.53	19.11	12.97	15.12	13.86
Chase Brown	RB	CIN	10	RB1	258.14	78.24	13.44	18.36	13.51	14.94	13.65	15.35	14.88	13.99	17.54	0.00	14.88	16.99	13.24	17.13	13.24	14.81	16.86	13.44
Jonathan Taylor	RB	IND	11	RB1	257.01	77.11	14.42	14.55	15.88	14.62	14.62	16.41	12.76	15.88	14.49	14.55	0.00	11.56	11.76	17.88	15.02	17.14	17.88	11.76
Bucky Irving	RB	TB	9	RB1	256.10	76.20	14.12	11.41	13.21	10.89	14.57	16.63	12.89	15.86	0.00	16.05	16.18	14.18	15.92	15.86	14.12	19.47	13.99	19.47
Nico Collins	WR	HOU	6	WR1	278.48	74.99	15.31	18.15	17.91	14.72	17.51	0.00	16.63	15.21	15.75	17.91	14.72	16.29	16.53	16.48	16.04	15.55	16.53	16.53
Lamar Jackson	QB	BAL	7	QB1	453.02	70.04	28.14	27.66	29.26	27.98	26.86	28.30	0.00	21.90	22.54	24.30	27.66	26.06	31.34	25.58	31.34	25.74	24.14	25.58
Trey McBride	TE	ARI	8	TE1	242.72	69.55	12.50	16.52	12.16	12.94	10.38	16.63	14.28	0.00	11.83	12.94	12.16	15.06	15.51	17.18	13.28	13.84	18.52	17.18
Josh Allen	QB	BUF	7	QB1	450.01	67.03	28.23	25.28	21.87	24.97	24.97	31.17	0.00	32.10	27.14	21.87	31.02	26.05	24.81	30.40	24.97	26.83	22.95	25.28
Drake London	WR	ATL	5	WR1	265.59	62.10	16.90	17.77	15.85	14.85	0.00	15.16	14.16	13.93	15.03	15.39	15.85	16.44	13.89	15.48	16.90	14.94	14.25	16.44
Davante Adams	WR	LAR	8	WR2	265.58	62.09	15.03	13.74	14.25	15.44	14.20	16.35	16.72	0.00	16.49	14.20	15.53	16.95	15.90	14.98	17.32	15.53	17.00	14.98
George Kittle	TE	SF	14	TE1	234.60	61.42	12.94	12.49	10.60	15.06	17.18	15.50	13.83	13.27	10.37	17.18	10.60	16.51	15.39	0.00	10.37	16.62	14.05	12.94
Kenneth Walker III	RB	SEA	8	RB1	239.11	59.21	15.34	12.96	14.63	14.68	11.77	15.99	10.52	0.00	14.57	14.68	13.08	14.21	11.77	13.02	14.39	13.08	17.95	15.34
Breece Hall	RB	NYJ	9	RB1	238.86	58.96	13.37	15.39	12.14	13.31	14.29	13.43	18.52	13.80	0.00	12.08	15.27	11.90	13.43	13.31	16.50	15.09	15.27	15.39
Ladd McConkey	WR	LAC	12	WR1	261.83	58.34	15.74	14.85	15.03	15.60	15.22	14.28	15.78	18.22	14.05	15.13	17.09	0.00	14.85	14.56	15.74	16.91	15.36	15.03
A.J. Brown	WR	PHI	9	WR1	261.48	58.00	16.44	15.31	14.21	16.85	14.62	15.17	17.72	15.17	0.00	13.76	17.22	16.44	13.30	15.35	14.44	14.80	15.12	14.80
Tyreek Hill	WR	MIA	12	WR1	260.01	56.52	15.15	14.79	14.93	13.67	15.60	15.15	15.96	16.68	16.05	14.93	14.61	0.00	16.19	13.67	14.52	13.98	16.64	14.79
Tee Higgins	WR	CIN	10	WR2	258.23	54.74	16.03	16.48	17.57	14.50	17.07	13.64	14.59	13.73	13.19	0.00	14.59	14.86	16.12	14.99	16.12	13.77	14.77	16.03
James Cook	RB	BUF	7	RB1	232.26	52.36	12.23	12.92	13.68	15.51	15.70	13.80	0.00	19.04	10.97	13.68	12.48	11.16	13.74	14.18	15.70	12.42	10.65	12.92
Jaxon Smith-Njigba	WR	SEA	8	WR1	255.04	51.56	13.87	14.45	16.11	14.63	16.56	16.33	14.68	0.00	14.54	14.63	13.96	13.43	17.41	16.60	15.08	13.96	15.53	13.87
Joe Burrow	QB	CIN	10	QB1	434.15	51.18	26.66	30.66	23.42	25.12	28.20	23.27	24.65	25.12	21.11	0.00	24.65	24.81	28.04	27.12	28.04	21.73	25.73	26.66
James Conner	RB	ARI	8	RB1	229.93	50.03	14.19	17.42	14.89	13.04	13.79	13.96	12.98	0.00	13.44	13.04	14.89	15.52	11.42	12.69	10.21	12.64	12.98	12.69
Mike Evans	WR	TB	9	WR1	253.12	49.63	16.37	14.47	13.41	13.72	14.95	13.67	16.67	15.88	0.00	14.51	14.64	13.76	14.42	15.88	16.37	15.31	13.45	15.31
Terry McLaurin	WR	WAS	12	WR1	246.86	43.37	14.43	13.09	13.74	16.08	14.61	12.66	15.65	14.56	14.69	16.38	13.22	0.00	13.91	16.86	14.43	13.48	15.65	13.48
DJ Moore	WR	CHI	5	WR1	245.97	42.49	16.47	16.01	15.29	13.42	0.00	13.76	15.24	15.12	13.17	14.10	16.47	13.68	13.17	12.79	15.03	12.79	13.13	16.01
Chuba Hubbard	RB	CAR	14	RB1	220.95	41.05	14.94	13.72	12.16	13.83	12.05	12.94	11.38	13.94	12.50	13.66	12.16	14.33	12.22	0.00	13.66	11.00	12.55	11.00
D'Andre Swift	RB	CHI	5	RB1	216.55	36.65	11.58	11.70	13.63	12.87	0.00	14.33	14.39	11.35	13.16	14.80	11.58	12.75	9.89	13.16	11.52	13.16	15.09	11.70
Jayden Daniels	QB	WAS	12	QB1	417.75	34.78	25.13	21.94	25.57	29.20	23.97	19.90	30.94	25.42	23.68	26.58	20.48	0.00	23.68	22.08	25.13	21.50	30.94	21.50
Garrett Wilson	WR	NYJ	9	WR1	237.44	33.96	13.27	13.64	15.20	12.53	14.83	13.19	14.25	12.78	0.00	14.58	13.52	14.67	15.24	12.53	14.99	14.79	13.52	13.64
DK Metcalf	WR	PIT	5	WR1	236.64	33.15	12.54	13.98	13.57	16.05	0.00	14.64	12.83	12.46	13.90	13.90	12.83	12.05	13.70	14.73	12.58	15.59	14.64	14.73
Omarion Hampton	RB	LAC	12	RB1	212.52	32.62	9.97	12.60	12.55	14.49	14.03	12.43	13.86	11.34	13.69	12.49	15.41	0.00	12.60	9.68	9.97	13.35	10.14	12.55
Aaron Jones Sr.	RB	MIN	6	RB1	211.76	31.86	14.69	12.52	12.86	12.46	11.26	0.00	9.66	10.97	11.43	11.09	14.69	12.86	12.92	14.00	13.32	14.46	11.43	12.86
Marvin Harrison Jr.	WR	ARI	8	WR1	235.06	31.57	14.96	14.42	12.88	14.09	12.47	14.00	12.55	0.00	15.00	14.09	12.88	15.17	15.38	12.97	13.63	15.42	12.92	12.97
Jalen Hurts	QB	PHI	9	QB1	411.58	28.61	29.63	24.34	24.62	27.82	22.67	24.06	21.14	24.06	0.00	21.00	25.46	29.63	19.06	22.95	24.48	22.67	24.48	22.67
DeVonta Smith	WR	PHI	9	WR2	227.93	24.45	14.35	13.36	12.40	14.71	12.76	13.24	15.47	13.24	0.00	12.01	15.03	14.35	11.61	13.40	12.60	12.92	13.20	12.92
David Montgomery	RB	DET	8	RB2	203.65	23.75	12.37	14.13	10.67	10.83	12.37	9.57	10.89	0.00	10.89	13.47	9.29	13.91	12.37	12.81	12.10	11.99	10.89	14.13
Tony Pollard	RB	TEN	10	RB1	203.58	23.68	11.53	11.58	12.74	9.32	13.00	11.58	13.11	12.74	10.11	0.00	9.32	11.90	14.16	10.37	13.58	9.16	12.95	14.16
Courtland Sutton	WR	DEN	12	WR1	225.94	22.45	12.19	13.70	13.70	12.64	12.64	12.36	13.54	14.67	13.33	12.89	13.66	0.00	13.21	12.89	12.28	14.84	13.66	13.70
Xavier Worthy	WR	KC	10	WR2	224.88	21.39	13.24	12.22	13.08	14.02	14.34	14.85	12.45	12.77	13.04	0.00	12.61	13.24	14.18	12.88	13.24	11.78	12.61	12.45
TreVeyon Henderson	RB	NE	14	RB1	198.67	18.77	11.14	10.99	11.04	15.29	12.71	12.46	12.10	9.97	11.09	10.03	10.38	11.39	12.81	0.00	12.71	9.82	10.38	10.99
Zay Flowers	WR	BAL	7	WR1	218.69	15.21	12.97	13.87	14.77	13.13	12.82	12.19	0.00	11.41	11.92	15.20	13.87	11.88	12.15	12.62	12.15	12.85	11.80	12.62
Sam LaPorta	TE	DET	8	TE1	188.33	15.15	11.01	10.84	10.33	11.88	14.28	12.31	11.96	0.00	10.41	10.67	9.55	8.00	11.01	9.12	13.25	12.31	10.41	10.84
Travis Kelce	TE	KC	10	TE1	186.75	13.58	9.98	10.26	8.59	11.09	12.48	8.69	14.42	11.46	10.17	0.00	11.18	13.77	9.80	11.00	9.98	8.59	11.18	14.42
Jerry Jeudy	WR	CLE	9	WR1	215.36	11.87	12.07	13.86	11.72	14.67	15.10	12.54	11.84	12.77	0.00	11.80	13.86	12.31	12.03	11.65	11.34	12.89	12.54	12.07
T.J. Hockenson	TE	MIN	6	TE1	184.72	11.55	11.44	11.26	15.07	12.98	12.53	0.00	10.08	9.80	8.53	10.89	11.44	11.62	10.53	11.26	9.62	8.44	8.53	11.62
Jakobi Meyers	WR	LV	8	WR1	214.85	11.36	12.54	12.84	12.38	11.13	12.84	11.43	12.80	0.00	13.91	12.23	13.75	13.53	12.84	12.23	11.85	12.50	12.69	12.80
George Pickens	WR	DAL	10	WR2	213.73	10.24	11.77	12.60	11.05	11.43	11.51	13.13	12.30	12.15	12.38	0.00	12.00	11.77	12.72	14.31	14.72	12.76	12.30	12.60
Calvin Ridley	WR	TEN	10	WR1	213.55	10.07	11.99	11.65	12.58	12.25	12.21	11.84	12.29	12.58	12.58	0.00	12.25	12.66	13.63	13.26	11.58	12.55	13.44	13.63
Jameson Williams	WR	DET	8	WR2	213.43	9.94	11.33	10.96	13.40	13.32	11.67	12.61	13.89	0.00	14.60	12.20	11.67	12.50	11.33	13.55	11.71	12.12	14.60	10.96
Joe Mixon	RB	HOU	6	RB1	188.91	9.01	11.10	9.99	13.58	12.06	9.79	0.00	11.41	13.02	11.05	13.58	12.06	12.67	12.22	8.78	12.47	11.10	9.69	12.22
David Njoku	TE	CLE	9	TE1	180.16	6.98	13.94	10.07	10.75	7.89	10.16	12.00	11.00	9.74	0.00	9.15	10.07	13.10	9.15	7.81	10.58	9.23	12.00	13.94
Mark Andrews	TE	BAL	7	TE1	177.49	4.32	8.78	11.01	7.50	11.41	9.49	12.29	0.00	10.05	10.45	9.65	11.01	8.70	13.24	11.41	13.24	9.25	10.21	11.41
Baker Mayfield	QB	TB	9	QB1	385.32	2.34	26.39	22.05	21.40	19.43	21.40	21.00	24.02	21.14	0.00	21.14	23.10	23.24	21.92	21.14	26.39	27.17	18.51	27.17
Patrick Mahomes II	QB	KC	10	QB1	383.56	0.58	21.28	19.08	22.31	23.47	25.66	23.60	22.70	21.02	22.70	0.00	21.02	23.08	27.47	21.66	21.28	22.18	21.02	22.70
Tetairoa McMillan	WR	CAR	14	WR1	203.49	0.00	12.51	11.21	12.72	11.28	10.45	12.37	10.42	11.38	10.35	12.34	12.72	10.63	10.69	0.00	12.34	12.68	11.62	12.68
RJ Harvey	RB	DEN	12	RB1	179.90	0.00	11.54	11.69	9.27	10.87	8.16	9.90	12.22	11.25	8.55	10.62	8.40	0.00	11.83	10.62	10.87	12.99	8.40	9.27
Deebo Samuel Sr.	WR	WAS	12	WR2	202.17	-1.31	11.80	10.70	11.24	13.15	11.94	10.35	12.80	11.91	12.02	13.40	10.81	0.00	11.38	13.79	11.80	11.02	12.80	11.02
Kaleb Johnson	RB	PIT	5	RB1	177.92	-1.98	10.08	11.11	12.24	9.74	0.00	9.69	11.06	11.06	11.90	9.44	11.06	12.64	12.34	9.54	10.67	9.83	9.69	9.54
Rashee Rice	WR	KC	10	WR1	198.28	-5.21	11.79	10.88	11.65	12.49	12.77	13.22	11.09	11.37	11.61	0.00	11.23	11.79	12.63	11.47	11.79	10.49	11.23	11.09
Michael Pittman Jr.	WR	IND	11	WR2	198.13	-5.36	10.62	11.18	10.45	10.86	11.04	11.39	11.73	10.45	11.25	12.92	0.00	11.70	11.42	12.71	11.80	10.79	12.71	11.42
Evan Engram	TE	DEN	12	TE1	167.18	-6.00	7.23	11.58	8.39	12.90	8.62	8.47	7.23	8.24	9.25	12.12	11.11	0.00	9.63	12.12	9.95	10.49	11.11	8.39
Jaylen Waddle	WR	MIA	12	WR2	197.39	-6.10	11.60	11.32	11.43	10.46	11.94	11.60	12.22	12.77	12.29	11.43	11.19	0.00	12.39	10.46	11.12	10.70	12.74	11.32
Stefon Diggs	WR	NE	14	WR1	194.77	-8.72	10.92	10.51	11.13	11.95	11.44	12.40	10.34	12.23	12.78	12.75	10.47	10.71	11.47	0.00	11.44	12.30	10.47	10.51
Kyler Murray	QB	ARI	8	QB1	373.35	-9.63	19.78	25.43	19.66	20.02	21.13	21.99	18.55	0.00	26.17	20.02	19.66	24.45	24.57	21.74	20.64	24.69	24.08	21.74
Travis Hunter	WR	JAC	8	WR2	193.03	-10.46	12.18	10.92	11.51	10.88	11.79	11.90	10.95	0.00	11.13	11.51	11.83	11.48	10.53	11.83	10.67	11.27	11.83	10.53
Tyler Warren	TE	IND	11	TE1	162.56	-10.62	10.03	9.27	7.12	11.80	11.95	7.28	8.27	7.12	10.95	9.50	0.00	10.95	9.12	10.34	8.89	8.35	10.34	9.12
Chris Olave	WR	NO	11	WR1	191.98	-11.51	11.00	10.43	11.40	11.17	11.20	11.07	9.82	12.44	10.49	11.67	0.00	12.48	10.26	12.44	11.67	10.22	10.09	12.48
Khalil Shakir	WR	BUF	7	WR1	191.87	-11.62	12.12	10.32	10.36	12.23	11.17	12.60	0.00	11.78	11.41	10.36	12.57	11.14	10.97	10.56	11.17	12.06	10.56	10.32
Cooper Kupp	WR	SEA	8	WR2	191.64	-11.85	10.43	10.87	12.12	11.01	12.45	12.29	11.04	0.00	10.94	11.01	10.50	10.10	13.09	12.49	11.34	10.50	11.68	10.43
Brock Purdy	QB	SF	14	QB1	370.98	-12.00	20.24	19.99	20.73	24.71	21.98	24.83	24.95	20.86	21.48	21.98	20.73	25.70	21.48	0.00	21.35	22.22	17.01	20.24
Ricky Pearsall	WR	SF	14	WR2	191.40	-12.09	11.30	12.00	10.90	12.17	10.40	12.34	12.37	10.94	11.10	10.40	10.90	11.57	11.84	0.00	10.00	11.24	9.74	11.30
Rome Odunze	WR	CHI	5	WR2	190.98	-12.50	12.79	12.43	11.87	10.42	0.00	10.69	11.84	11.74	10.23	10.95	12.79	10.62	10.23	9.93	11.67	9.93	10.19	12.43
Chris Godwin	WR	TB	9	WR2	190.82	-12.67	12.74	11.27	10.44	10.68	11.64	10.65	12.98	12.36	0.00	11.30	11.40	10.72	11.23	12.36	12.74	11.92	10.48	11.92
Jauan Jennings	WR	SF	14	WR1	190.55	-12.93	11.50	12.21	11.09	12.38	10.58	12.55	12.58	11.12	11.29	10.58	11.09	11.77	12.04	0.00	10.17	11.43	9.90	11.50
Bo Nix	QB	DEN	12	QB1	369.82	-13.16	21.51	22.39	20.64	24.51	18.51	20.39	21.64	26.64	21.01	22.01	21.89	0.00	20.39	22.01	18.89	24.89	21.89	20.64
Dallas Goedert	TE	PHI	9	TE1	159.49	-13.69	8.27	11.15	12.01	10.84	9.44	7.25	9.44	7.25	0.00	9.98	7.33	8.27	9.83	8.42	12.16	9.67	8.58	9.67
Tyrone Tracy Jr.	RB	NYG	14	RB1	166.13	-13.77	10.87	10.34	7.72	8.52	10.91	7.50	9.72	7.50	11.45	11.40	9.98	8.87	11.05	0.00	10.87	8.78	9.76	10.34
Zach Ertz	TE	WAS	12	TE1	158.21	-14.97	7.37	10.15	12.37	9.83	8.56	9.99	8.40	11.34	9.20	7.45	10.39	0.00	9.59	9.59	7.37	8.80	8.40	8.80
Jaylen Warren	RB	PIT	5	RB2	164.09	-15.81	8.92	9.84	10.84	8.62	0.00	8.57	9.79	9.79	10.53	8.36	9.79	11.19	10.92	8.44	9.45	8.71	8.57	8.44
Isiah Pacheco	RB	KC	10	RB1	163.17	-16.73	8.38	7.38	11.05	8.47	11.75	8.73	9.61	10.70	10.96	0.00	9.56	10.57	10.17	7.73	8.38	10.44	9.56	9.61
Josh Downs	WR	IND	11	WR1	186.56	-16.92	10.02	10.55	9.86	10.25	10.42	10.75	11.07	9.86	10.61	12.19	0.00	11.04	10.78	11.99	11.14	10.19	11.99	10.78
Jordan Addison	WR	MIN	6	WR2	186.18	-17.31	9.65	12.26	10.28	10.68	11.74	0.00	10.28	11.14	12.50	11.80	9.65	9.98	11.21	10.74	11.93	11.01	12.50	9.98
Matthew Golden	WR	GB	5	WR2	184.39	-19.09	11.82	10.17	11.11	11.29	0.00	9.73	10.23	10.10	10.85	9.73	10.42	12.17	11.82	9.13	10.04	9.13	11.17	12.17
Tucker Kraft	TE	GB	5	TE1	153.82	-19.35	7.05	9.30	10.36	7.95	0.00	12.46	7.13	10.73	11.11	8.33	6.98	9.08	7.05	9.45	9.08	9.45	9.00	9.08
Dak Prescott	QB	DAL	10	QB1	363.57	-19.41	19.13	22.36	17.71	19.52	21.07	26.76	21.07	21.07	21.59	0.00	22.75	19.13	22.62	23.66	19.65	21.33	21.07	22.36
Jayden Reed	WR	GB	5	WR1	183.28	-20.20	12.22	10.51	11.48	11.67	0.00	10.06	10.57	10.44	11.22	10.06	10.77	12.58	12.22	9.44	10.38	9.44	11.54	12.58
Darnell Mooney	WR	ATL	5	WR2	182.61	-20.87	11.81	12.42	11.08	10.37	0.00	10.60	9.90	9.74	10.50	10.76	11.08	11.49	9.70	10.82	11.81	10.44	9.96	11.49
Jake Ferguson	TE	DAL	10	TE1	152.13	-21.05	8.49	7.11	9.64	9.79	8.34	11.32	9.49	9.26	7.27	0.00	11.93	8.49	10.94	7.19	9.26	8.26	9.49	7.11
Jared Goff	QB	DET	8	QB1	360.48	-22.50	19.32	17.53	23.29	22.14	25.08	22.39	25.59	0.00	19.45	20.86	18.94	22.14	19.32	27.26	22.65	20.47	19.45	17.53
Javonte Williams	RB	DAL	10	RB1	155.47	-24.43	7.13	10.68	10.85	9.50	8.65	12.75	10.34	9.24	10.42	0.00	9.29	7.13	7.34	8.44	8.36	8.10	10.34	10.68
Austin Ekeler	RB	WAS	12	RB2	154.82	-25.08	10.72	9.53	9.32	9.28	8.14	10.89	9.87	7.37	9.58	8.47	9.20	0.00	9.28	8.39	10.72	7.16	9.87	7.16
Hunter Henry	TE	NE	14	TE1	146.98	-26.20	10.72	9.01	9.83	10.17	7.56	7.70	6.39	9.49	8.52	9.56	7.49	11.41	6.39	0.00	7.56	8.25	7.49	9.01
Buffalo Bills	DST	BUF	7	DST	124.30	-30.70	3.64	7.44	6.61	6.45	8.26	7.60	0.00	6.94	5.79	6.61	7.44	8.10	7.11	6.94	8.26	13.88	5.79	7.44
Emeka Egbuka	WR	TB	9	WR3	172.78	-30.71	10.69	9.45	8.76	8.96	9.77	8.94	10.90	10.38	0.00	9.48	9.57	8.99	9.43	10.38	10.69	10.00	8.79	10.00
Travis Etienne Jr.	RB	JAC	8	RB1	148.39	-31.51	11.52	8.58	6.75	9.84	6.64	8.62	8.39	0.00	8.39	6.75	7.32	9.42	9.12	9.23	7.82	8.35	9.23	9.12
Dalton Kincaid	TE	BUF	7	TE1	141.51	-31.67	7.81	7.09	8.52	7.29	7.55	8.07	0.00	9.63	9.30	8.52	9.04	7.74	9.30	10.80	7.55	8.98	7.22	7.09
